game,split,parent,idx,iteration,p_same,k_same,nonempty_k,delta_info,delta_score
7xf97,test,25,29,33,0,1,1,0.12862845866688288,0.15522588652482266
SET,train,1,2,4,1,0,0,0.0,0.2194482917820868
SET,train,1,3,5,0,1,0,0.0014187587900842402,-0.029991689750692524
SET,train,1,4,6,0,1,0,0.38496719467516494,-0.02000369344413666
SET,train,4,5,7,0,1,0,-1.3931169511720627,0.0583264081255771
SET,train,2,6,8,1,0,1,0.0,-0.019712142197599314
SET,train,6,10,17,0,1,1,-1.2325688812901543,-0.06085341643582637
SET,train,2,11,18,0,1,1,0.07109283487530726,-0.09719529085872577
SET,train,10,12,19,0,1,1,1.4350842423242471,0.12334995383194824
SET,train,10,15,22,0,1,1,1.3310440775258692,0.02641851338873502
SET,train,11,16,23,0,1,1,-0.270893684430058,0.05774330563250227
SET,train,15,17,27,0,1,1,-1.663762695116315,0.020809095106186504
SET,train,2,18,28,1,0,1,0.0,-0.030542474607571535
SET,train,15,19,29,0,1,1,0.4161321320219442,0.0674720683287165
SET,train,16,20,32,1,0,1,0.0,0.04557063711911358
SET,train,14,21,33,0,1,1,0.10629632161680114,0.02083679593721144
SET,train,21,22,35,0,1,1,-0.1920820028557939,0.03527262234533707
SET,train,21,23,37,0,1,1,-0.39736304711399173,-0.029172437673130214
SET,train,15,24,43,0,1,1,0.4937714425979305,0.018045937211449647
SET,train,17,25,44,1,0,1,0.0,0.04444598337950134
SET,train,17,26,45,0,1,1,-0.09873195965498982,-0.08942890120036934
SET,train,22,27,49,0,1,1,0.1289822922172683,-0.0316717451523546
SET,train,14,28,50,0,1,1,-0.4463812577229538,0.047764542936288124
SET,train,26,29,51,0,1,1,0.13120374271130764,0.14164589104339792
SET,test,1,2,4,1,0,0,0.0,0.2194482917820868
SET,test,1,3,5,0,1,0,0.015362322305212395,-0.029991689750692524
SET,test,1,4,6,0,1,0,0.3857717594315586,-0.02000369344413666
SET,test,4,5,7,0,1,0,-1.2962432792066187,0.0583264081255771
SET,test,2,6,8,1,0,1,0.0,-0.019712142197599314
SET,test,6,10,17,0,1,1,-1.198699505167779,-0.06085341643582637
SET,test,2,11,18,0,1,1,0.07143640834811293,-0.09719529085872577
SET,test,10,12,19,0,1,1,1.394180948962324,0.12334995383194824
SET,test,10,15,22,0,1,1,1.290571975971339,0.02641851338873502
SET,test,11,16,23,0,1,1,-0.2551119582411552,0.05774330563250227
SET,test,15,17,27,0,1,1,-1.580886986055587,0.020809095106186504
SET,test,2,18,28,1,0,1,0.0,-0.030542474607571535
SET,test,15,19,29,0,1,1,0.3934989490872671,0.0674720683287165
SET,test,16,20,32,1,0,1,0.0,0.04557063711911358
SET,test,14,21,33,0,1,1,0.11783347749033712,0.02083679593721144
SET,test,21,22,35,0,1,1,-0.300664933982576,0.03527262234533707
SET,test,21,23,37,0,1,1,-0.39286640472399403,-0.029172437673130214
SET,test,15,24,43,0,1,1,0.4733486335537105,0.018045937211449647
SET,test,17,25,44,1,0,1,0.0,0.04444598337950134
SET,test,17,26,45,0,1,1,-0.07112263879159808,-0.08942890120036934
SET,test,22,27,49,0,1,1,0.20276490015921,-0.0316717451523546
SET,test,14,28,50,0,1,1,-0.42658623066034407,0.047764542936288124
SET,test,26,29,51,0,1,1,0.11501232917513493,0.14164589104339792
bt3gb,train,3,4,4,1,0,0,0.0,0.4347358156028369
bt3gb,train,3,5,6,0,1,0,-0.14934979765660805,0.09999999999999998
bt3gb,train,4,6,8,1,0,1,0.0,0.047729078014184356
bt3gb,train,6,8,14,0,1,1,0.18468501057631392,0.019492907801418435
bt3gb,train,6,9,15,0,1,1,-0.17877482415360035,-0.10412943262411345
bt3gb,train,4,10,17,0,1,1,-0.14934979765660805,0.08220141843971629
bt3gb,train,8,12,22,0,1,1,0.08470254359856955,0.12301028368794331
bt3gb,train,8,13,23,0,1,1,0.11623634842610753,0.09856205673758867
bt3gb,train,8,14,24,1,0,1,0.0,0.047757446808510684
bt3gb,train,13,15,25,0,1,1,0.03641117963655072,-0.06024503546099291
bt3gb,train,13,16,26,0,1,1,-0.22277833754997767,-0.17414929078014185
bt3gb,train,14,17,27,0,1,1,-0.04094854338837184,-0.014189007092198613
bt3gb,train,10,18,28,1,0,1,0.0,-0.05860035460992907
bt3gb,train,17,19,29,0,1,1,-0.4177729082658458,-0.40048439716312056
bt3gb,train,17,20,30,0,1,1,0.10097097642393549,0.026676595744680842
bt3gb,train,14,21,31,0,1,1,0.10202283068690199,0.048042198581560336
bt3gb,train,17,22,32,1,0,1,0.0,-0.031119148936170182
bt3gb,train,14,23,34,0,1,1,-0.3533506235415713,-0.07474007092198587
bt3gb,train,20,24,35,0,1,1,-0.2541424311365925,-0.03445106382978724
bt3gb,train,21,25,36,1,0,1,0.0,-0.022226950354609976
bt3gb,train,15,26,37,0,1,1,-0.17784389080246643,-0.06139113475177305
bt3gb,train,22,27,42,0,1,1,0.14766615691489737,-0.012487588652482229
bt3gb,train,27,28,43,0,1,1,-0.49265549255713315,-0.17720354609929084
bt3gb,train,25,29,44,1,0,1,0.0,-0.016068794326241198
bt3gb,test,3,4,4,1,0,0,0.0,0.4347358156028369
bt3gb,test,3,5,6,0,1,0,-0.1698400467388177,0.09999999999999998
bt3gb,test,4,6,8,1,0,1,0.0,0.047729078014184356
bt3gb,test,6,8,14,0,1,1,0.20392443872731758,0.019492907801418435
bt3gb,test,6,9,15,0,1,1,-0.18690381584450666,-0.10412943262411345
bt3gb,test,4,10,17,0,1,1,-0.1698400467388177,0.08220141843971629
bt3gb,test,8,12,22,0,1,1,0.08019826706991329,0.12301028368794331
bt3gb,test,8,13,23,0,1,1,0.1163570621394383,0.09856205673758867
bt3gb,test,8,14,24,1,0,1,0.0,0.047757446808510684
bt3gb,test,13,15,25,0,1,1,0.02645383521526834,-0.06024503546099291
bt3gb,test,13,16,26,0,1,1,-0.2493754556813712,-0.17414929078014185
bt3gb,test,14,17,27,0,1,1,-0.07520180370327867,-0.014189007092198613
bt3gb,test,10,18,28,1,0,1,0.0,-0.05860035460992907
bt3gb,test,17,19,29,0,1,1,-0.4122440491283982,-0.40048439716312056
bt3gb,test,17,20,30,0,1,1,0.10563408540607999,0.026676595744680842
bt3gb,test,14,21,31,0,1,1,0.10899851554245088,0.048042198581560336
bt3gb,test,17,22,32,1,0,1,0.0,-0.031119148936170182
bt3gb,test,14,23,34,0,1,1,-0.38913828472177503,-0.07474007092198587
bt3gb,test,20,24,35,0,1,1,-0.25408763178049987,-0.03445106382978724
bt3gb,test,21,25,36,1,0,1,0.0,-0.022226950354609976
bt3gb,test,15,26,37,0,1,1,-0.18177024661280994,-0.06139113475177305
bt3gb,test,22,27,42,0,1,1,0.15216073276633657,-0.012487588652482229
bt3gb,test,27,28,43,0,1,1,-0.47622625618102077,-0.17720354609929084
bt3gb,test,25,29,44,1,0,1,0.0,-0.016068794326241198
colour_lines,train,1,3,6,0,1,0,0.0,-0.013318681318681316
colour_lines,train,3,4,7,0,1,0,0.23081996531595506,-0.006641025641025644
colour_lines,train,1,9,16,1,0,0,0.0,0.29687179487179494
colour_lines,train,1,10,17,0,1,0,0.06322452677753532,0.0033846153846153887
colour_lines,train,9,12,19,0,1,1,0.013872046969046758,0.0999450549450549
colour_lines,train,9,13,20,1,0,1,0.0,-0.07273443223443232
colour_lines,train,3,14,21,0,1,0,-0.015957911629510546,0.006677655677655672
colour_lines,train,13,15,22,0,1,1,0.049038773317003015,0.042730769230769294
colour_lines,train,12,16,23,0,1,1,0.0364579580475064,-0.10826923076923078
colour_lines,train,13,17,24,1,0,1,0.0,-0.04058424908424907
colour_lines,train,10,18,26,0,1,0,0.12458647279442081,-0.023380952380952384
colour_lines,train,12,19,27,0,1,1,-0.6889959124558027,-0.1891053113553114
colour_lines,train,15,20,31,0,1,1,0.34267667469386853,-0.04323076923076924
colour_lines,train,17,21,32,1,0,1,0.0,0.03418406593406592
colour_lines,train,19,22,33,0,1,1,0.3688585607647974,0.022603479853479935
colour_lines,train,20,23,34,0,1,1,0.013472353804813153,0.06415109890109888
colour_lines,train,22,24,35,0,1,1,0.04376105716991374,0.09985347985347981
colour_lines,train,21,25,36,1,0,1,0.0,-0.03492490842490836
colour_lines,train,25,26,37,0,1,1,0.0,0.05821428571428572
colour_lines,train,25,27,38,0,1,1,-0.012674907204928143,0.01383699633699631
colour_lines,train,16,28,39,0,1,1,0.0,0.011598901098901104
colour_lines,train,24,29,40,1,0,1,0.0,-0.05010989010989009
colour_lines,test,1,3,6,0,1,0,0.0,-0.013318681318681316
colour_lines,test,3,4,7,0,1,0,0.21169454009287292,-0.006641025641025644
colour_lines,test,1,9,16,1,0,0,0.0,0.29687179487179494
colour_lines,test,1,10,17,0,1,0,0.06994983319368653,0.0033846153846153887
colour_lines,test,9,12,19,0,1,1,0.016064731120801756,0.0999450549450549
colour_lines,test,9,13,20,1,0,1,0.0,-0.07273443223443232
colour_lines,test,3,14,21,0,1,0,-0.016161506047431606,0.006677655677655672
colour_lines,test,13,15,22,0,1,1,0.054224717387819865,0.042730769230769294
colour_lines,test,12,16,23,0,1,1,0.042469869084037715,-0.10826923076923078
colour_lines,test,13,17,24,1,0,1,0.0,-0.04058424908424907
colour_lines,test,10,18,26,0,1,0,0.11655346376070375,-0.023380952380952384
colour_lines,test,12,19,27,0,1,1,-0.68311473187438,-0.1891053113553114
colour_lines,test,15,20,31,0,1,1,0.3603353654746202,-0.04323076923076924
colour_lines,test,17,21,32,1,0,1,0.0,0.03418406593406592
colour_lines,test,19,22,33,0,1,1,0.34879820492158037,0.022603479853479935
colour_lines,test,20,23,34,0,1,1,0.01207789526764902,0.06415109890109888
colour_lines,test,22,24,35,0,1,1,0.04794209484039025,0.09985347985347981
colour_lines,test,21,25,36,1,0,1,0.0,-0.03492490842490836
colour_lines,test,25,26,37,0,1,1,0.0,0.05821428571428572
colour_lines,test,25,27,38,0,1,1,-0.008729241911980212,0.01383699633699631
colour_lines,test,16,28,39,0,1,1,0.0,0.011598901098901104
colour_lines,test,24,29,40,1,0,1,0.0,-0.05010989010989009
diffusion,train,2,3,4,1,0,0,0.0,0.03324420677361853
diffusion,train,2,4,5,0,1,0,0.05878598661583556,-4.456327985738473e-05
diffusion,train,1,5,6,0,1,0,0.0,-0.0866622103386809
diffusion,train,5,6,7,0,1,0,0.0,0.06664438502673795
diffusion,train,3,7,8,1,0,1,0.0,0.13344474153297683
diffusion,train,6,9,10,0,1,0,0.0,0.0
diffusion,train,4,10,13,0,1,0,0.09676117596462364,0.01668894830659534
diffusion,train,2,11,14,0,1,0,0.23089493465669442,-0.01336007130124775
diffusion,train,7,12,15,0,1,1,1.1826021692678867,-0.024545454545454592
diffusion,train,12,13,16,1,0,1,0.0,-0.008832442067736146
diffusion,train,9,14,17,0,1,0,0.0,0.016599821746880572
diffusion,train,14,15,24,1,0,0,0.0,0.08353386809269164
diffusion,train,15,16,25,0,1,1,0.0,-0.016711229946524075
diffusion,train,10,17,27,0,1,0,-0.13777074650603405,-0.08340017825311943
diffusion,train,13,18,28,1,0,1,0.0,0.12492201426024951
diffusion,train,9,19,29,0,1,0,-0.014372845760681763,0.003328877005347619
diffusion,train,12,20,30,0,1,1,-1.2200162317111631,0.10785650623885923
diffusion,train,20,21,31,0,1,1,0.0,0.01655525846702316
diffusion,train,13,22,32,1,0,1,0.0,0.10000000000000003
diffusion,train,7,23,33,0,1,1,0.0,0.06999554367201427
diffusion,train,22,24,34,0,1,1,-1.370888724415616,0.050044563279857346
diffusion,train,23,25,35,0,1,1,-0.23675843639305305,-0.003373440285204976
diffusion,train,18,26,36,1,0,1,0.0,-0.12496657754010693
diffusion,train,11,27,37,0,1,0,-0.06486364103623887,-0.0032843137254902066
diffusion,train,24,28,38,0,1,1,0.21726718733507377,0.053328877005347664
diffusion,train,24,29,39,0,1,1,0.19087028011280016,-0.013293226381461687
diffusion,test,2,3,4,1,0,0,0.0,0.03324420677361853
diffusion,test,2,4,5,0,1,0,0.05129051128372897,-4.456327985738473e-05
diffusion,test,1,5,6,0,1,0,0.0,-0.0866622103386809
diffusion,test,5,6,7,0,1,0,0.0,0.06664438502673795
diffusion,test,3,7,8,1,0,1,0.0,0.13344474153297683
diffusion,test,6,9,10,0,1,0,0.0,0.0
diffusion,test,4,10,13,0,1,0,0.08447001274178723,0.01668894830659534
diffusion,test,2,11,14,0,1,0,0.19927707092851832,-0.01336007130124775
diffusion,test,7,12,15,0,1,1,1.0158208185451352,-0.024545454545454592
diffusion,test,12,13,16,1,0,1,0.0,-0.008832442067736146
diffusion,test,9,14,17,0,1,0,0.0,0.016599821746880572
diffusion,test,14,15,24,1,0,0,0.0,0.08353386809269164
diffusion,test,15,16,25,0,1,1,0.0,-0.016711229946524075
diffusion,test,10,17,27,0,1,0,-0.12085328701958908,-0.08340017825311943
diffusion,test,13,18,28,1,0,1,0.0,0.12492201426024951
diffusion,test,9,19,29,0,1,0,-0.012658802821823967,0.003328877005347619
diffusion,test,12,20,30,0,1,1,-1.054518320624974,0.10785650623885923
diffusion,test,20,21,31,0,1,1,0.0,0.01655525846702316
diffusion,test,13,22,32,1,0,1,0.0,0.10000000000000003
diffusion,test,7,23,33,0,1,1,0.0,0.06999554367201427
diffusion,test,22,24,34,0,1,1,-1.1956537420494595,0.050044563279857346
diffusion,test,23,25,35,0,1,1,-0.22209921033431124,-0.003373440285204976
diffusion,test,18,26,36,1,0,1,0.0,-0.12496657754010693
diffusion,test,11,27,37,0,1,0,-0.07232925003055701,-0.0032843137254902066
diffusion,test,24,28,38,0,1,1,0.19303271783118703,0.053328877005347664
diffusion,test,24,29,39,0,1,1,0.1705991481868845,-0.013293226381461687
dino,train,3,4,4,1,0,0,0.0,0.5236842105263158
dino,train,3,5,5,0,1,0,0.4128644627428102,-0.20789473684210524
dino,train,3,6,6,0,1,0,0.11145470679870817,-0.11666666666666667
dino,train,4,7,7,0,1,1,-0.27985111491214565,-0.6929824561403509
dino,train,4,8,9,0,1,1,0.11979898119812615,0.033333333333333326
dino,train,8,9,10,0,1,1,-0.1222561596702385,-0.7763157894736842
dino,train,8,10,11,0,1,1,0.5188283166054077,0.0
dino,train,8,11,12,1,0,1,0.0,-0.1473684210526316
dino,train,10,12,13,0,1,1,-0.32933474487353953,-0.016666666666666607
dino,train,8,14,17,0,1,1,-0.11975651006987453,-0.032456140350877294
dino,train,12,15,18,0,1,1,-0.2136997512765315,-0.6324561403508773
dino,train,12,16,19,0,1,1,0.0,0.050877192982456076
dino,train,14,17,24,1,0,1,0.0,0.023684210526315863
dino,train,17,18,25,0,1,1,0.05348117088158688,0.05175438596491222
dino,train,12,19,30,0,1,1,0.11866288066932595,0.0017543859649121751
dino,train,19,20,32,1,0,1,0.0,0.0491228070175439
dino,train,10,21,33,0,1,1,0.0,0.007894736842105288
dino,train,20,22,35,0,1,1,0.0,0.0
dino,train,21,23,36,1,0,1,0.0,-0.07456140350877194
dino,train,22,24,37,0,1,1,-0.3694883767953214,-0.4991228070175439
dino,train,20,25,38,0,1,1,0.009627812722897477,-0.01666666666666672
dino,train,22,26,39,0,1,1,0.0,-0.023684210526315752
dino,train,26,27,42,0,1,1,0.4631761561762633,-0.00877192982456143
dino,train,17,28,43,0,1,1,0.37139724617180847,0.0008771929824562541
dino,train,25,29,44,1,0,1,0.0,-0.01754385964912275
dino,test,3,4,4,1,0,0,0.0,0.5236842105263158
dino,test,3,5,5,0,1,0,0.4152138254432428,-0.20789473684210524
dino,test,3,6,6,0,1,0,0.11160189815364496,-0.11666666666666667
dino,test,4,7,7,0,1,1,-0.27717735410967126,-0.6929824561403509
dino,test,4,8,9,0,1,1,0.11909887128408181,0.033333333333333326
dino,test,8,9,10,0,1,1,-0.12600107894581758,-0.7763157894736842
dino,test,8,10,11,0,1,1,0.5386969704679576,0.0
dino,test,8,11,12,1,0,1,0.0,-0.1473684210526316
dino,test,10,12,13,0,1,1,-0.3485783330769834,-0.016666666666666607
dino,test,8,14,17,0,1,1,-0.11819450693928069,-0.032456140350877294
dino,test,12,15,18,0,1,1,-0.21419737316690668,-0.6324561403508773
dino,test,12,16,19,0,1,1,0.0,0.050877192982456076
dino,test,14,17,24,1,0,1,0.0,0.023684210526315863
dino,test,17,18,25,0,1,1,0.054947150416944424,0.05175438596491222
dino,test,12,19,30,0,1,1,0.12779995208825623,0.0017543859649121751
dino,test,19,20,32,1,0,1,0.0,0.0491228070175439
dino,test,10,21,33,0,1,1,0.0,0.007894736842105288
dino,test,20,22,35,0,1,1,0.0,0.0
dino,test,21,23,36,1,0,1,0.0,-0.07456140350877194
dino,test,22,24,37,0,1,1,-0.3734507332944682,-0.4991228070175439
dino,test,20,25,38,0,1,1,0.009723849501940496,-0.01666666666666672
dino,test,22,26,39,0,1,1,0.0,-0.023684210526315752
dino,test,26,27,42,0,1,1,0.4580519863033865,-0.00877192982456143
dino,test,17,28,43,0,1,1,0.36683288861074814,0.0008771929824562541
dino,test,25,29,44,1,0,1,0.0,-0.01754385964912275
dq8gc,train,1,3,6,0,1,0,0.2358808355699843,-0.06332765957446806
dq8gc,train,2,4,8,1,0,0,0.0,0.008379432624113337
dq8gc,train,3,5,10,0,1,0,0.11553092227912831,-0.013911347517730488
dq8gc,train,4,7,12,1,0,1,0.0,-0.033909929078014156
dq8gc,train,1,8,13,0,1,0,0.29862046620863403,-0.084159219858156
dq8gc,train,7,9,14,0,1,1,0.16500586685763485,0.013875886524822745
dq8gc,train,8,10,16,1,0,0,0.0,0.2410865248226951
dq8gc,train,10,13,20,1,0,1,0.0,-0.07777304964539011
dq8gc,train,1,14,21,0,1,0,0.42145060049539795,0.011647517730496437
dq8gc,train,10,15,22,0,1,1,0.11553092227912831,-0.04859042553191506
dq8gc,train,14,16,24,1,0,0,0.0,0.06113475177304972
dq8gc,train,15,17,25,0,1,1,0.0027349386689983213,0.04388439716312065
dq8gc,train,5,18,27,0,1,0,0.07964884114314319,0.061085106382978704
dq8gc,train,18,19,28,1,0,0,0.0,-0.21718652482269502
dq8gc,train,17,20,29,0,1,1,0.011553092227912787,-0.09358546099290777
dq8gc,train,17,21,30,0,1,1,0.0,-0.09362092198581562
dq8gc,train,7,22,31,0,1,1,0.1714594436098943,0.03888652482269506
dq8gc,train,21,23,32,1,0,1,0.0,0.031403900709219834
dq8gc,train,22,24,34,0,1,1,-0.006453576752259438,-0.1424960992907801
dq8gc,train,21,25,35,0,1,1,-0.027877200971583305,0.02055390070921992
dq8gc,train,19,26,36,1,0,1,0.0,-0.1383099290780142
dq8gc,train,16,27,37,0,1,1,0.1706820150685755,0.0011319148936169698
dq8gc,train,16,29,40,1,0,1,0.0,0.10137411347517722
dq8gc,test,1,3,6,0,1,0,0.24941326407343412,-0.06332765957446806
dq8gc,test,2,4,8,1,0,0,0.0,0.008379432624113337
dq8gc,test,3,5,10,0,1,0,0.12019735891981098,-0.013911347517730488
dq8gc,test,4,7,12,1,0,1,0.0,-0.033909929078014156
dq8gc,test,1,8,13,0,1,0,0.3317077179829939,-0.084159219858156
dq8gc,test,7,9,14,0,1,1,0.170667848435616,0.013875886524822745
dq8gc,test,8,10,16,1,0,0,0.0,0.2410865248226951
dq8gc,test,10,13,20,1,0,1,0.0,-0.07777304964539011
dq8gc,test,1,14,21,0,1,0,0.44045031945748814,0.011647517730496437
dq8gc,test,10,15,22,0,1,1,0.12019735891981098,-0.04859042553191506
dq8gc,test,14,16,24,1,0,0,0.0,0.06113475177304972
dq8gc,test,15,17,25,0,1,1,0.018426264838616646,0.04388439716312065
dq8gc,test,5,18,27,0,1,0,0.0830430269907032,0.061085106382978704
dq8gc,test,18,19,28,1,0,0,0.0,-0.21718652482269502
dq8gc,test,17,20,29,0,1,1,0.01201973589198091,-0.09358546099290777
dq8gc,test,17,21,30,0,1,1,0.0,-0.09362092198581562
dq8gc,test,7,22,31,0,1,1,0.1797188327888103,0.03888652482269506
dq8gc,test,21,23,32,1,0,1,0.0,0.031403900709219834
dq8gc,test,22,24,34,0,1,1,-0.009050984353194291,-0.1424960992907801
dq8gc,test,21,25,35,0,1,1,-0.06281473259587655,0.02055390070921992
dq8gc,test,19,26,36,1,0,1,0.0,-0.1383099290780142
dq8gc,test,16,27,37,0,1,1,0.1791439991101096,0.0011319148936169698
dq8gc,test,16,29,40,1,0,1,0.0,0.10137411347517722
eahcw,train,2,5,8,1,0,0,0.0,0.16910886524822688
eahcw,train,3,6,9,0,1,0,0.22207758696968327,-0.28416631205673754
eahcw,train,5,8,14,0,1,1,-0.3235960208007844,-0.49464645390070916
eahcw,train,5,9,15,0,1,1,0.20273681212230155,-0.017492553191489235
eahcw,train,3,10,16,1,0,0,0.0,0.18830992907801414
eahcw,train,9,11,17,0,1,1,0.047507305491795604,-0.020005673758865195
eahcw,train,9,14,20,1,0,1,0.0,0.057774468085106334
eahcw,train,6,17,24,1,0,0,0.0,0.2655560283687944
eahcw,train,10,18,26,0,1,1,0.0,-0.018610283687943263
eahcw,train,2,19,27,0,1,0,0.1372917143650073,0.08190957446808511
eahcw,train,19,20,29,0,1,0,0.0,-0.015249999999999986
eahcw,train,18,21,30,0,1,1,0.2685328731061315,0.013334751773049658
eahcw,train,20,22,31,0,1,0,0.0,-0.056663829787234055
eahcw,train,18,23,32,1,0,1,0.0,0.009447517730496457
eahcw,train,21,24,33,0,1,1,0.0,-0.026398936170212717
