arm,game,idx,iteration,parents,depth,train_score,is_ship,on_ship_lineage,status,err_rate,split,code_chars,code_lines,sloc,ast_nodes,n_frames,n_unique_outputs,set_ratio,decoy_collapse,mean_raw_chars,mean_out_chars,dl_ratio,diversity_bytes,raw_gzip_bytes,norm_diversity,info_extraction_ratio,lzma_ratio,twopart_ratio,pf_dl_gz_ratio,code_gzip_bytes,out_vocab,n_transitions,static_rate,change_ratio
Plain,dq8gc,21,30,17,6,0.6169868794326241,0,0,ok,0.0,train,6128,169,131,1209,92,92,1.0,0.0,2348.6195652173915,110.07608695652173,0.046868419469346,783,2185,0.35835240274599545,1.0404355045411504,0.4593967517401392,1.3217391304347825,1.2795164491723976,2105,105,60,0.18333333333333332,2.0816326530612246
Plain,dq8gc,22,31,7,4,0.6000496453900709,0,0,ok,0.0,test,8181,217,158,1384,61,61,1.0,,2349.1803278688526,85.8360655737705,0.036538729937194696,416,1443,0.2882882882882883,0.8990591888873336,0.37037037037037035,1.9861399861399862,1.033428381286688,2450,61,50,0.18,1.2439024390243902
Plain,dq8gc,22,31,7,4,0.6000496453900709,0,0,ok,0.0,train,8181,217,158,1384,92,92,1.0,0.0,2348.6195652173915,85.76086956521739,0.03651543691252493,598,2185,0.2736842105263158,0.8830411009178698,0.35730858468677495,1.3949656750572081,0.9927057699715185,2450,92,60,0.18333333333333332,1.258503401360544
Plain,dq8gc,23,32,21,7,0.6483907801418439,0,0,ok,0.0,test,6128,169,131,1209,61,61,1.0,,2349.1803278688526,125.14754098360656,0.0532728541521284,615,1443,0.4261954261954262,1.097177789563529,0.5117845117845118,1.884961884961885,1.531012655519815,2105,82,50,0.18,1.975609756097561
Plain,dq8gc,23,32,21,7,0.6483907801418439,0,0,ok,0.0,train,6128,169,131,1209,92,92,1.0,0.0,2348.6195652173915,110.07608695652173,0.046868419469346,783,2185,0.35835240274599545,1.0404355045411504,0.4593967517401392,1.3217391304347825,1.2795164491723976,2105,105,60,0.18333333333333332,2.0816326530612246
Plain,dq8gc,24,34,22,5,0.4575535460992908,0,0,ok,0.0,test,6683,178,133,1305,61,61,1.0,,2349.1803278688526,85.18032786885246,0.0362595952547104,434,1443,0.30076230076230076,0.8900082045341393,0.38047138047138046,1.8066528066528067,1.0258682410257633,2173,61,50,0.18,1.2439024390243902
Plain,dq8gc,24,34,22,5,0.4575535460992908,0,0,ok,0.0,train,6683,178,133,1305,92,92,1.0,0.0,2348.6195652173915,85.23913043478261,0.036293289767809954,618,2185,0.282837528604119,0.8765875241656104,0.3642691415313225,1.277345537757437,0.9867671277290834,2173,92,60,0.18333333333333332,1.258503401360544
Plain,dq8gc,25,35,21,7,0.637540780141844,0,0,ok,0.0,test,8862,219,167,1647,61,61,1.0,,2349.1803278688526,99.77049180327869,0.04247034193998604,440,1443,0.3049203049203049,1.0343630569676525,0.3872053872053872,2.178101178101178,1.2008600416729507,2703,61,50,0.18,1.2682926829268293
Plain,dq8gc,25,35,21,7,0.637540780141844,0,0,ok,0.0,train,8862,219,167,1647,92,92,1.0,0.0,2348.6195652173915,99.69565217391305,0.04244861690262087,626,2185,0.28649885583524026,1.012558303569567,0.37354988399071926,1.5235697940503432,1.153674922643129,2703,82,60,0.18333333333333332,1.241496598639456
Plain,dq8gc,26,36,19,6,0.18673617021276595,0,0,ok,0.0,test,6624,172,132,1129,61,61,1.0,,2349.1803278688526,110.50819672131148,0.047041172365666434,487,1443,0.3374913374913375,1.0795000978060558,0.4107744107744108,1.7186417186417187,1.329698568078852,1993,77,50,0.18,1.6585365853658536
Plain,dq8gc,26,36,19,6,0.18673617021276595,0,0,ok,0.0,train,6624,172,132,1129,92,92,1.0,0.0,2348.6195652173915,110.43478260869566,0.04702114563133755,684,2185,0.3130434782608696,1.0546097763766455,0.4013921113689095,1.2251716247139588,1.277662383073494,1993,107,60,0.18333333333333332,1.969387755102041
Plain,dq8gc,27,37,16,4,0.6323007092198581,0,0,ok,0.0,test,5568,156,119,1050,61,61,1.0,,2349.1803278688526,121.77049180327869,0.05183531053733426,856,1443,0.5932085932085932,1.2464407663897052,0.7272727272727273,1.9147609147609148,1.4652942312965347,1907,124,50,0.18,2.5121951219512195
Plain,dq8gc,27,37,16,4,0.6323007092198581,0,0,ok,0.0,train,5568,156,119,1050,92,92,1.0,0.0,2348.6195652173915,121.69565217391305,0.05181582150476922,1273,2185,0.5826086956521739,1.2156817929483632,0.7146171693735499,1.4553775743707094,1.4078429516572115,1907,176,60,0.18333333333333332,2.5
Plain,dq8gc,28,39,25,8,0.0,0,0,syntax,1.0,test,2644,85,66,-1,61,1,0.01639344262295082,,2349.1803278688526,0.0,0.0,24,1443,0.016632016632016633,0.24039471783962188,0.05723905723905724,0.7775467775467776,0.0,1098,0,50,1.0,0.0
Plain,dq8gc,28,39,25,8,0.0,0,0,syntax,1.0,train,2644,85,66,-1,92,1,0.010869565217391304,1.0,2348.6195652173915,0.0,0.0,24,2185,0.010983981693363844,0.23106184455825673,0.03944315545243619,0.5135011441647597,0.0,1098,0,60,1.0,0.0
Plain,dq8gc,29,40,16,4,0.7325429078014184,1,1,ok,0.0,test,3044,85,62,557,61,61,1.0,,2349.1803278688526,104.77049180327869,0.044598743893928816,827,1443,0.5731115731115731,1.0672967672795957,0.7037037037037037,1.458073458073458,1.2609587211328561,1277,123,50,0.18,2.5121951219512195
Plain,dq8gc,29,40,16,4,0.7325429078014184,1,1,ok,0.0,train,3044,85,62,557,92,92,1.0,0.0,2348.6195652173915,104.69565217391305,0.04457752703947277,1232,2185,0.5638443935926774,1.0449997778797877,0.6844547563805105,1.148283752860412,1.2114403837826933,1277,175,60,0.18333333333333332,2.5
Plain,eahcw,0,,,0,0.0,0,1,collapsed,0.0,test,1109,36,29,164,49,1,0.02040816326530612,,2326.1020408163267,0.0,0.0,24,1477,0.016249153689911984,0.22407816484460147,0.06666666666666667,0.3811780636425186,0.0,539,0,50,1.0,0.0
Plain,eahcw,0,,,0,0.0,0,1,collapsed,0.0,train,1109,36,29,164,78,1,0.01282051282051282,1.0,2315.5,0.0,0.0,24,2718,0.008830022075055188,0.20168261657365194,0.037037037037037035,0.2071376011773363,0.0,539,0,60,1.0,0.0
Plain,eahcw,1,1,0,1,0.7192081560283689,0,0,ok,0.0,test,2242,75,56,358,49,49,1.0,,2326.1020408163267,96.6734693877551,0.04156028742136709,475,1477,0.32159783344617465,0.7202414770288234,0.5019607843137255,0.97291807718348,0.9305437986456657,962,77,50,0.54,1.6956521739130435
Plain,eahcw,1,1,0,1,0.7192081560283689,0,0,ok,0.0,train,2242,75,56,358,78,78,1.0,0.0,2315.5,181.43589743589743,0.07835711398656767,936,2718,0.3443708609271523,0.8342770022153371,0.5119825708061002,0.6983075791022811,1.560540163934941,962,152,60,0.3333333333333333,1.375
Plain,eahcw,2,2,0,1,0.6906375886524823,0,1,ok,0.0,test,2741,85,65,369,49,49,1.0,,2326.1020408163267,99.14285714285714,0.04262188648786179,497,1477,0.33649289099526064,0.8185172403357699,0.5254901960784314,1.085308056872038,0.9713709034877313,1106,49,50,0.54,2.0
Plain,eahcw,2,2,0,1,0.6906375886524823,0,1,ok,0.0,train,2741,85,65,369,78,78,1.0,0.0,2315.5,175.7948717948718,0.07592091202542509,979,2718,0.36019131714495956,0.9356635544425717,0.5294117647058824,0.7671081677704195,1.5289537129629405,1106,78,60,0.3333333333333333,2.0
Plain,eahcw,3,3,0,1,0.6808840425531915,0,0,ok,0.0,test,2281,76,58,352,49,49,1.0,,2326.1020408163267,96.59183673469387,0.04152519323735073,470,1477,0.3182125930941097,0.7045502526890275,0.4980392156862745,0.996614759647935,0.9291601943564923,1002,27,50,0.54,0.8260869565217391
Plain,eahcw,3,3,0,1,0.6808840425531915,0,0,ok,0.0,train,2281,76,58,352,78,78,1.0,0.0,2315.5,181.3846153846154,0.07833496669601182,931,2718,0.34253127299484915,0.8208453662271319,0.5098039215686274,0.7111846946284033,1.5596709766250758,1002,26,60,0.3333333333333333,0.625
Plain,eahcw,4,7,2,2,0.0,0,0,syntax,1.0,test,4587,141,112,-1,49,1,0.02040816326530612,,2326.1020408163267,0.0,0.0,24,1477,0.016249153689911984,0.22407816484460147,0.06666666666666667,1.10832769126608,0.0,1613,0,50,1.0,0.0
Plain,eahcw,4,7,2,2,0.0,0,0,syntax,1.0,train,4587,141,112,-1,78,1,0.01282051282051282,1.0,2315.5,0.0,0.0,24,2718,0.008830022075055188,0.20168261657365194,0.037037037037037035,0.6022810890360559,0.0,1613,0,60,1.0,0.0
Plain,eahcw,5,8,2,2,0.8597464539007091,0,1,ok,0.0,test,2741,85,65,369,49,49,1.0,,2326.1020408163267,99.14285714285714,0.04262188648786179,497,1477,0.33649289099526064,0.8185172403357699,0.5254901960784314,1.085308056872038,0.9713709034877313,1106,49,50,0.54,2.0
Plain,eahcw,5,8,2,2,0.8597464539007091,0,1,ok,0.0,train,2741,85,65,369,78,78,1.0,0.0,2315.5,175.7948717948718,0.07592091202542509,979,2718,0.36019131714495956,0.9356635544425717,0.5294117647058824,0.7671081677704195,1.5289537129629405,1106,78,60,0.3333333333333333,2.0
Plain,eahcw,6,9,3,2,0.3967177304964539,0,0,ok,0.0,test,5198,146,122,859,49,49,1.0,,2326.1020408163267,319.0,0.1371392975899069,594,1477,0.40216655382532157,1.0908161733471593,0.44313725490196076,1.6831415030467163,3.5740467292713936,1892,49,50,0.54,2.0
Plain,eahcw,6,9,3,2,0.3967177304964539,0,0,ok,0.0,train,5198,146,122,859,78,78,1.0,0.0,2315.5,319.0,0.1377672209026128,1038,2718,0.3818984547461369,1.0429229531968152,0.4008714596949891,1.0779985283296543,3.216837734349749,1892,78,60,0.3333333333333333,2.0
Plain,eahcw,7,11,5,3,0.0,0,0,runtime,0.9795918367346939,test,5800,166,117,700,49,2,0.04081632653061224,,2326.1020408163267,0.7551020408163265,0.0003246212021512734,60,1477,0.040622884224779957,0.23687650451945444,0.10588235294117647,1.3865944482058226,0.012798339674852992,1988,1,50,0.98,0.043478260869565216
Plain,eahcw,7,11,5,3,0.0,0,0,runtime,0.9871794871794872,train,5800,166,117,700,78,2,0.02564102564102564,1.0,2315.5,0.47435897435897434,0.000204862437641535,64,2718,0.0235467255334805,0.20972259918990574,0.058823529411764705,0.7549668874172185,0.008039982616253803,1988,1,60,0.9833333333333333,0.025
Plain,eahcw,8,14,5,3,0.3651,0,0,ok,0.0,test,3109,109,85,370,49,49,1.0,,2326.1020408163267,272.0,0.11693382114249115,460,1477,0.3114421123899797,0.6109118523352088,0.4196078431372549,1.1841570751523358,3.04746304188658,1289,49,50,0.54,2.0
Plain,eahcw,8,14,5,3,0.3651,0,0,ok,0.0,train,3109,109,85,370,78,78,1.0,0.0,2315.5,272.0,0.11746922910818398,828,2718,0.304635761589404,0.6120675336417872,0.40305010893246185,0.7788815305371597,2.7428835854016667,1289,78,60,0.3333333333333333,2.0
Plain,eahcw,9,15,5,3,0.8422539007092199,0,1,ok,0.0,test,3572,108,81,549,49,49,1.0,,2326.1020408163267,120.14285714285714,0.05164986532606883,950,1477,0.6431956668923493,1.0498505909201912,0.9686274509803922,1.5836154366960054,1.2066529765745628,1389,49,50,0.54,2.0
Plain,eahcw,9,15,5,3,0.8422539007092199,0,1,ok,0.0,train,3572,108,81,549,78,78,1.0,0.0,2315.5,196.7948717948718,0.08499022750804223,1705,2718,0.6272994849153789,1.1384003665648732,0.8997821350762527,1.1383370125091978,1.7407204603652753,1389,78,60,0.3333333333333333,2.0
Plain,eahcw,10,16,3,2,0.8691939716312056,0,0,ok,0.0,test,2281,76,58,352,49,49,1.0,,2326.1020408163267,96.59183673469387,0.04152519323735073,470,1477,0.3182125930941097,0.7045502526890275,0.4980392156862745,0.996614759647935,0.9291601943564923,1002,27,50,0.54,0.8260869565217391
Plain,eahcw,10,16,3,2,0.8691939716312056,0,0,ok,0.0,train,2281,76,58,352,78,78,1.0,0.0,2315.5,181.3846153846154,0.07833496669601182,931,2718,0.34253127299484915,0.8208453662271319,0.5098039215686274,0.7111846946284033,1.5596709766250758,1002,26,60,0.3333333333333333,0.625
Plain,eahcw,11,17,9,4,0.8222482269503547,0,0,ok,0.0,test,6278,183,134,935,49,49,1.0,,2326.1020408163267,126.14285714285714,0.05422928785127084,984,1477,0.6662153012863913,1.0995521228083478,0.9803921568627451,2.146242383209208,1.2738764260279434,2186,49,50,0.54,2.0
Plain,eahcw,11,17,9,4,0.8222482269503547,0,0,ok,0.0,train,6278,183,134,935,78,78,1.0,0.0,2315.5,202.7948717948718,0.0875814605030757,1746,2718,0.6423841059602649,1.1859076720566688,0.9128540305010894,1.4466519499632082,1.8012252453373707,2186,78,60,0.3333333333333333,2.0
Plain,eahcw,12,18,3,2,0.0,0,0,syntax,1.0,test,3118,52,32,-1,49,1,0.02040816326530612,,2326.1020408163267,0.0,0.0,24,1477,0.016249153689911984,0.22407816484460147,0.06666666666666667,0.9180771834800271,0.0,1332,0,50,1.0,0.0
Plain,eahcw,12,18,3,2,0.0,0,0,syntax,1.0,train,3118,52,32,-1,78,1,0.01282051282051282,1.0,2315.5,0.0,0.0,24,2718,0.008830022075055188,0.20168261657365194,0.037037037037037035,0.4988962472406181,0.0,1332,0,60,1.0,0.0
Plain,eahcw,13,19,11,5,0.0,0,0,syntax,1.0,test,5659,166,143,-1,49,1,0.02040816326530612,,2326.1020408163267,0.0,0.0,24,1477,0.016249153689911984,0.22407816484460147,0.06666666666666667,1.3317535545023698,0.0,1943,0,50,1.0,0.0
Plain,eahcw,13,19,11,5,0.0,0,0,syntax,1.0,train,5659,166,143,-1,78,1,0.01282051282051282,1.0,2315.5,0.0,0.0,24,2718,0.008830022075055188,0.20168261657365194,0.037037037037037035,0.7236938925680647,0.0,1943,0,60,1.0,0.0
Plain,eahcw,14,20,9,4,0.9000283687943262,0,1,ok,0.0,test,3572,108,81,549,49,49,1.0,,2326.1020408163267,120.14285714285714,0.05164986532606883,950,1477,0.6431956668923493,1.0498505909201912,0.9686274509803922,1.5836154366960054,1.2066529765745628,1389,49,50,0.54,2.0
Plain,eahcw,14,20,9,4,0.9000283687943262,0,1,ok,0.0,train,3572,108,81,549,78,78,1.0,0.0,2315.5,196.7948717948718,0.08499022750804223,1705,2718,0.6272994849153789,1.1384003665648732,0.8997821350762527,1.1383370125091978,1.7407204603652753,1389,78,60,0.3333333333333333,2.0
Plain,eahcw,15,22,14,5,0.0,0,0,syntax,1.0,test,5334,153,118,-1,49,1,0.02040816326530612,,2326.1020408163267,0.0,0.0,24,1477,0.016249153689911984,0.22407816484460147,0.06666666666666667,1.2972241029113067,0.0,1892,0,50,1.0,0.0
Plain,eahcw,15,22,14,5,0.0,0,0,syntax,1.0,train,5334,153,118,-1,78,1,0.01282051282051282,1.0,2315.5,0.0,0.0,24,2718,0.008830022075055188,0.20168261657365194,0.037037037037037035,0.7049300956585725,0.0,1892,0,60,1.0,0.0
Plain,eahcw,16,23,14,5,0.0,0,0,syntax,1.0,test,6545,178,137,-1,49,1,0.02040816326530612,,2326.1020408163267,0.0,0.0,24,1477,0.016249153689911984,0.22407816484460147,0.06666666666666667,1.5125253893026405,0.0,2210,0,50,1.0,0.0
Plain,eahcw,16,23,14,5,0.0,0,0,syntax,1.0,train,6545,178,137,-1,78,1,0.01282051282051282,1.0,2315.5,0.0,0.0,24,2718,0.008830022075055188,0.20168261657365194,0.037037037037037035,0.8219278881530537,0.0,2210,0,60,1.0,0.0
Plain,eahcw,17,24,6,3,0.6622737588652483,0,0,ok,0.0,test,5198,146,122,859,49,49,1.0,,2326.1020408163267,319.0,0.1371392975899069,594,1477,0.40216655382532157,1.0908161733471593,0.44313725490196076,1.6831415030467163,3.5740467292713936,1892,49,50,0.54,2.0
Plain,eahcw,17,24,6,3,0.6622737588652483,0,0,ok,0.0,train,5198,146,122,859,78,78,1.0,0.0,2315.5,319.0,0.1377672209026128,1038,2718,0.3818984547461369,1.0429229531968152,0.4008714596949891,1.0779985283296543,3.216837734349749,1892,78,60,0.3333333333333333,2.0
Plain,eahcw,18,26,10,3,0.8505836879432623,0,0,ok,0.0,test,3099,98,76,509,49,49,1.0,,2326.1020408163267,96.59183673469387,0.04152519323735073,470,1477,0.3182125930941097,0.7045502526890275,0.4980392156862745,1.153689911983751,0.9291601943564923,1234,27,50,0.54,0.8260869565217391
Plain,eahcw,18,26,10,3,0.8505836879432623,0,0,ok,0.0,train,3099,98,76,509,78,78,1.0,0.0,2315.5,181.3846153846154,0.07833496669601182,931,2718,0.34253127299484915,0.8208453662271319,0.5098039215686274,0.79654157468727,1.5596709766250758,1234,26,60,0.3333333333333333,0.625
Plain,eahcw,19,27,2,2,0.7725471631205674,0,0,ok,0.0,test,3764,114,81,478,49,49,1.0,,2326.1020408163267,113.14285714285714,0.04864053904666649,517,1477,0.35003385240352064,0.9746076337659346,0.5450980392156862,1.3243060257278267,1.1282256188789523,1439,49,50,0.54,2.0
Plain,eahcw,19,27,2,2,0.7725471631205674,0,0,ok,0.0,train,3764,114,81,478,78,78,1.0,0.0,2315.5,189.7948717948718,0.08196712234716985,1002,2718,0.3686534216335541,1.072955268807579,0.5446623093681917,0.8980868285504047,1.6701315445644969,1439,78,60,0.3333333333333333,2.0
Plain,eahcw,20,29,19,3,0.7572971631205674,0,0,ok,0.0,test,4119,128,93,495,49,49,1.0,,2326.1020408163267,113.14285714285714,0.04864053904666649,517,1477,0.35003385240352064,0.9746076337659346,0.5450980392156862,1.3845633039945837,1.1282256188789523,1528,49,50,0.54,2.0
Plain,eahcw,20,29,19,3,0.7572971631205674,0,0,ok,0.0,train,4119,128,93,495,78,78,1.0,0.0,2315.5,189.7948717948718,0.08196712234716985,1002,2718,0.3686534216335541,1.072955268807579,0.5446623093681917,0.9308314937454011,1.6701315445644969,1528,78,60,0.3333333333333333,2.0
Plain,eahcw,21,30,18,4,0.863918439716312,0,0,ok,0.0,test,3268,97,74,536,49,49,1.0,,2326.1020408163267,118.0204081632653,0.050737416541643626,510,1477,0.34529451591062965,1.0107140117083264,0.5294117647058824,1.2383209207853758,1.1821697536563427,1319,52,50,0.54,2.0
Plain,eahcw,21,30,18,4,0.863918439716312,0,0,ok,0.0,train,3268,97,74,536,78,78,1.0,0.0,2315.5,194.71794871794873,0.08409326224053065,963,2718,0.3543046357615894,1.0893782393332634,0.5206971677559913,0.8395879323031641,1.7192484177431122,1319,81,60,0.3333333333333333,2.0
Plain,eahcw,22,31,20,4,0.7006333333333333,0,0,ok,0.0,test,3927,129,96,604,49,49,1.0,,2326.1020408163267,113.14285714285714,0.04864053904666649,517,1477,0.35003385240352064,0.9746076337659346,0.5450980392156862,1.2789438050101558,1.1282256188789523,1372,49,50,0.54,2.0
Plain,eahcw,22,31,20,4,0.7006333333333333,0,0,ok,0.0,train,3927,129,96,604,78,78,1.0,0.0,2315.5,189.7948717948718,0.08196712234716985,1002,2718,0.3686534216335541,1.072955268807579,0.5446623093681917,0.8734363502575423,1.6701315445644969,1372,78,60,0.3333333333333333,2.0
Plain,eahcw,23,32,18,4,0.8600312056737588,0,0,ok,0.0,test,3099,98,76,509,49,49,1.0,,2326.1020408163267,96.59183673469387,0.04152519323735073,470,1477,0.3182125930941097,0.7045502526890275,0.4980392156862745,1.153689911983751,0.9291601943564923,1234,27,50,0.54,0.8260869565217391
Plain,eahcw,23,32,18,4,0.8600312056737588,0,0,ok,0.0,train,3099,98,76,509,78,78,1.0,0.0,2315.5,181.3846153846154,0.07833496669601182,931,2718,0.34253127299484915,0.8208453662271319,0.5098039215686274,0.79654157468727,1.5596709766250758,1234,26,60,0.3333333333333333,0.625
Plain,eahcw,24,33,21,5,0.8375195035460993,0,0,ok,0.0,test,3490,100,75,579,49,49,1.0,,2326.1020408163267,118.0204081632653,0.050737416541643626,510,1477,0.34529451591062965,1.0107140117083264,0.5294117647058824,1.2660798916723088,1.1821697536563427,1360,52,50,0.54,2.0
Plain,eahcw,24,33,21,5,0.8375195035460993,0,0,ok,0.0,train,3490,100,75,579,78,78,1.0,0.0,2315.5,194.71794871794873,0.08409326224053065,963,2718,0.3543046357615894,1.0893782393332634,0.5206971677559913,0.85467255334805,1.7192484177431122,1360,81,60,0.3333333333333333,2.0
Plain,eahcw,25,34,22,5,0.680627659574468,0,0,ok,0.0,test,4196,132,94,681,49,49,1.0,,2326.1020408163267,128.14285714285714,0.05508909535967151,536,1477,0.3628977657413676,1.1127922174224518,0.5647058823529412,1.3723764387271495,1.2962842425124035,1491,49,50,0.54,2.0
Plain,eahcw,25,34,22,5,0.680627659574468,0,0,ok,0.0,train,4196,132,94,681,78,78,1.0,0.0,2315.5,204.7948717948718,0.08844520483475353,1025,2718,0.37711552612214866,1.1950255791985622,0.55119825708061,0.9256806475349522,1.821393506994736,1491,78,60,0.3333333333333333,2.0
Plain,eahcw,26,35,14,5,0.8714365248226951,0,1,ok,0.0,test,5622,156,117,767,49,49,1.0,,2326.1020408163267,125.14285714285714,0.0537993840970705,963,1477,0.6519972918077184,1.0897258866293886,0.9725490196078431,1.955314827352742,1.2626725177857132,1925,49,50,0.54,2.0
Plain,eahcw,26,35,14,5,0.8714365248226951,0,1,ok,0.0,train,5622,156,117,767,78,78,1.0,0.0,2315.5,201.7948717948718,0.0871495883372368,1717,2718,0.6317144959529065,1.176233709323475,0.906318082788671,1.3399558498896247,1.7911411145086884,1925,78,60,0.3333333333333333,2.0
Plain,eahcw,27,36,24,6,0.9000212765957446,0,0,ok,0.0,test,3490,100,75,579,49,49,1.0,,2326.1020408163267,118.0204081632653,0.050737416541643626,510,1477,0.34529451591062965,1.0107140117083264,0.5294117647058824,1.2660798916723088,1.1821697536563427,1360,52,50,0.54,2.0
Plain,eahcw,27,36,24,6,0.9000212765957446,0,0,ok,0.0,train,3490,100,75,579,78,78,1.0,0.0,2315.5,194.71794871794873,0.08409326224053065,963,2718,0.3543046357615894,1.0893782393332634,0.5206971677559913,0.85467255334805,1.7192484177431122,1360,81,60,0.3333333333333333,2.0
Plain,eahcw,28,37,26,6,0.9069840425531914,1,1,ok,0.0,test,6055,165,122,753,49,49,1.0,,2326.1020408163267,128.51020408163265,0.055247019187745106,1024,1477,0.6932972241029113,1.1275995054208439,1.031372549019608,2.058903182125931,1.2997255300466286,2017,49,50,0.54,2.0
Plain,eahcw,28,37,26,6,0.9069840425531914,1,1,ok,0.0,train,6055,165,122,753,78,78,1.0,0.0,2315.5,205.52564102564102,0.08876080372517427,1852,2718,0.681383370125092,1.2123372752960508,0.9629629629629629,1.4234731420161884,1.8281110023122351,2017,78,60,0.3333333333333333,2.0
Plain,eahcw,29,38,23,5,0.8533531914893617,0,0,ok,0.0,test,3619,109,81,600,49,49,1.0,,2326.1020408163267,96.59183673469387,0.04152519323735073,470,1477,0.3182125930941097,0.7045502526890275,0.4980392156862745,1.2748815165876777,0.9291601943564923,1413,27,50,0.54,0.8260869565217391
Plain,eahcw,29,38,23,5,0.8533531914893617,0,0,ok,0.0,train,3619,109,81,600,78,78,1.0,0.0,2315.5,181.3846153846154,0.07833496669601182,931,2718,0.34253127299484915,0.8208453662271319,0.5098039215686274,0.8623988226637234,1.5596709766250758,1413,26,60,0.3333333333333333,0.625
Plain,egg,0,,,0,0.0,0,1,collapsed,0.0,test,1109,36,29,164,60,1,0.016666666666666666,,2063.9166666666665,0.0,0.0,24,1401,0.017130620985010708,0.2547479271972101,0.052307692307692305,0.40185581727337616,0.0,539,0,50,1.0,0.0
Plain,egg,0,,,0,0.0,0,1,collapsed,0.0,train,1109,36,29,164,74,1,0.013513513513513514,1.0,2063.675675675676,0.0,0.0,24,1722,0.013937282229965157,0.2558593176504677,0.043701799485861184,0.32694541231126595,0.0,539,0,60,1.0,0.0
Plain,egg,1,2,0,1,0.6000425531914894,0,0,ok,0.0,test,2300,80,55,381,60,60,1.0,,2063.9166666666665,196.21666666666667,0.09507005289296241,1695,1401,1.2098501070663812,1.2576793630122112,0.9907692307692307,1.9557458957887224,2.5045123335518653,1045,368,50,0.0,1.165185185185185
Plain,egg,1,2,0,1,0.6000425531914894,0,0,ok,0.0,train,2300,80,55,381,74,74,1.0,0.0,2063.675675675676,197.44594594594594,0.09567682958772067,1936,1722,1.124274099883856,1.2664995480404904,0.9562982005141388,1.7311265969802556,2.5264530562183407,1045,383,60,0.0,1.1604938271604939
Plain,egg,2,3,0,1,0.6333404255319148,0,1,ok,0.0,test,3295,84,60,424,60,60,1.0,,2063.9166666666665,243.85,0.1181491500787338,1742,1401,1.243397573162027,1.371433387857094,1.0276923076923077,2.236259814418273,3.113054994162107,1391,368,50,0.0,1.165185185185185
Plain,egg,2,3,0,1,0.6333404255319148,0,1,ok,0.0,train,3295,84,60,424,74,74,1.0,0.0,2063.675675675676,245.33783783783784,0.11888391220074387,2000,1722,1.1614401858304297,1.3806140081697338,1.0077120822622108,1.9692218350754935,3.13995569971987,1391,383,60,0.0,1.1604938271604939
Plain,egg,3,4,2,2,0.7041790780141844,0,1,ok,0.0,test,3295,84,60,424,60,60,1.0,,2063.9166666666665,243.85,0.1181491500787338,1742,1401,1.243397573162027,1.371433387857094,1.0276923076923077,2.236259814418273,3.113054994162107,1391,368,50,0.0,1.165185185185185
Plain,egg,3,4,2,2,0.7041790780141844,0,1,ok,0.0,train,3295,84,60,424,74,74,1.0,0.0,2063.675675675676,245.33783783783784,0.11888391220074387,2000,1722,1.1614401858304297,1.3806140081697338,1.0077120822622108,1.9692218350754935,3.13995569971987,1391,383,60,0.0,1.1604938271604939
Plain,egg,4,5,2,2,0.0,0,0,syntax,1.0,test,2830,85,68,-1,60,1,0.016666666666666666,,2063.9166666666665,0.0,0.0,24,1401,0.017130620985010708,0.2547479271972101,0.052307692307692305,0.8115631691648822,0.0,1113,0,50,1.0,0.0
Plain,egg,4,5,2,2,0.0,0,0,syntax,1.0,train,2830,85,68,-1,74,1,0.013513513513513514,1.0,2063.675675675676,0.0,0.0,24,1722,0.013937282229965157,0.2558593176504677,0.043701799485861184,0.6602787456445993,0.0,1113,0,60,1.0,0.0
Plain,egg,5,7,3,3,0.7866865248226951,0,1,ok,0.0,test,3492,96,68,503,60,60,1.0,,2063.9166666666665,250.85,0.1215407598821012,1756,1401,1.2533904354032834,1.4399448357260418,1.04,2.3047822983583153,3.2022167686811307,1473,369,50,0.0,1.165185185185185
Plain,egg,5,7,3,3,0.7866865248226951,0,1,ok,0.0,train,3492,96,68,503,74,74,1.0,0.0,2063.675675675676,252.33783783783784,0.12227591806799727,2013,1722,1.1689895470383276,1.4504398859849987,1.0102827763496145,2.024390243902439,3.229506460897534,1473,384,60,0.0,1.1604938271604939
Plain,egg,6,9,3,3,0.0,0,0,syntax,1.0,test,5926,165,128,-1,60,1,0.016666666666666666,,2063.9166666666665,0.0,0.0,24,1401,0.017130620985010708,0.2547479271972101,0.052307692307692305,1.582441113490364,0.0,2193,0,50,1.0,0.0
Plain,egg,6,9,3,3,0.0,0,0,syntax,1.0,train,5926,165,128,-1,74,1,0.013513513513513514,1.0,2063.675675675676,0.0,0.0,24,1722,0.013937282229965157,0.2558593176504677,0.043701799485861184,1.2874564459930313,0.0,2193,0,60,1.0,0.0
Plain,egg,7,11,5,4,0.0,0,0,syntax,1.0,test,5965,179,141,-1,60,1,0.016666666666666666,,2063.9166666666665,0.0,0.0,24,1401,0.017130620985010708,0.2547479271972101,0.052307692307692305,1.4118486795146323,0.0,1954,0,50,1.0,0.0
Plain,egg,7,11,5,4,0.0,0,0,syntax,1.0,train,5965,179,141,-1,74,1,0.013513513513513514,1.0,2063.675675675676,0.0,0.0,24,1722,0.013937282229965157,0.2558593176504677,0.043701799485861184,1.1486643437862951,0.0,1954,0,60,1.0,0.0
