arm,game,idx,iteration,parents,depth,train_score,is_ship,on_ship_lineage,status,err_rate,split,code_chars,code_lines,sloc,ast_nodes,n_frames,n_unique_outputs,set_ratio,decoy_collapse,mean_raw_chars,mean_out_chars,dl_ratio,diversity_bytes,raw_gzip_bytes,norm_diversity,info_extraction_ratio,lzma_ratio,twopart_ratio,pf_dl_gz_ratio,code_gzip_bytes,out_vocab,n_transitions,static_rate,change_ratio
Plain,bt3gb,10,17,4,3,0.6170294326241135,0,0,ok,0.0,train,4263,113,89,665,94,94,1.0,0.0,2337.6702127659573,100.84042553191489,0.0431371478240292,1038,2472,0.4199029126213592,0.8323447948714912,0.48,1.1245954692556634,1.026650599500586,1742,202,60,0.03333333333333333,0.9454022988505748
Plain,bt3gb,11,18,9,5,0.0,0,0,runtime,1.0,test,4781,125,97,738,77,1,0.012987012987012988,,2347.103896103896,0.0,0.0,24,1960,0.012244897959183673,0.2164504533886684,0.04218362282878412,0.9270408163265306,0.0,1793,0,50,1.0,0.0
Plain,bt3gb,11,18,9,5,0.0,0,0,runtime,1.0,train,4781,125,97,738,94,1,0.010638297872340425,1.0,2337.6702127659573,0.0,0.0,24,2472,0.009708737864077669,0.21262347412443666,0.034,0.735032362459547,0.0,1793,0,60,1.0,0.0
Plain,bt3gb,12,22,8,5,0.7250602836879433,1,1,ok,0.0,test,7123,201,156,1256,77,77,1.0,,2347.103896103896,157.37662337662337,0.06705140903130136,859,1960,0.43826530612244896,1.277737081640619,0.5533498759305211,1.7020408163265306,1.678278910814765,2477,156,50,0.08,1.295526149968494
Plain,bt3gb,12,22,8,5,0.7250602836879433,1,1,ok,0.0,train,7123,201,156,1256,94,94,1.0,0.0,2337.6702127659573,146.2127659574468,0.0625463613981915,1131,2472,0.4575242718446602,1.2510821467029827,0.566,1.4595469255663431,1.513821640372575,2477,221,60,0.03333333333333333,1.2238505747126438
Plain,bt3gb,13,23,8,5,0.7006120567375886,0,0,ok,0.0,test,6231,192,150,1217,77,77,1.0,,2347.103896103896,161.37662337662337,0.06875563695518655,864,1960,0.44081632653061226,1.313895876710144,0.5558312655086849,1.5341836734693877,1.721569001492499,2143,156,50,0.08,1.295526149968494
Plain,bt3gb,13,23,8,5,0.7006120567375886,0,0,ok,0.0,train,6231,192,150,1217,94,94,1.0,0.0,2337.6702127659573,150.2127659574468,0.06425746674494064,1138,2472,0.4603559870550162,1.2826159515305207,0.568,1.3272653721682848,1.5563463351974622,2143,221,60,0.03333333333333333,1.2238505747126438
Plain,bt3gb,14,24,8,5,0.6498074468085107,0,0,ok,0.0,test,6850,204,152,1184,77,77,1.0,,2347.103896103896,149.37662337662337,0.06364295318353096,856,1960,0.43673469387755104,1.1975388145707058,0.5483870967741935,1.6938775510204083,1.5923957779841074,2464,153,50,0.08,1.3281348456206679
Plain,bt3gb,14,24,8,5,0.6498074468085107,0,0,ok,0.0,train,6850,204,152,1184,94,94,1.0,0.0,2337.6702127659573,137.37234042553192,0.05876463654939224,1121,2472,0.4534789644012945,1.1663796031044131,0.564,1.450242718446602,1.4198163145444602,2464,220,60,0.03333333333333333,1.2126436781609196
Plain,bt3gb,15,25,13,6,0.6403670212765957,0,0,ok,0.0,test,7521,235,189,1784,77,77,1.0,,2347.103896103896,214.4935064935065,0.09138645581457114,936,1960,0.4775510204081633,1.3403497119254124,0.56575682382134,1.6244897959183673,2.2745348378015815,2248,84,50,0.08,0.8896502835538752
Plain,bt3gb,15,25,13,6,0.6403670212765957,0,0,ok,0.0,train,7521,235,189,1784,94,94,1.0,0.0,2337.6702127659573,211.27659574468086,0.09037912815541935,1280,2472,0.517799352750809,1.3190271311670714,0.606,1.4271844660194175,2.158579344659682,2248,106,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,16,26,13,6,0.5264627659574468,0,0,ok,0.0,test,4703,147,120,794,77,77,1.0,,2347.103896103896,167.12987012987014,0.0712068478976578,881,1960,0.44948979591836735,1.0645204210287729,0.5161290322580645,1.363265306122449,1.7765396931832498,1791,80,50,0.08,0.7790642722117203
Plain,bt3gb,16,26,13,6,0.5264627659574468,0,0,ok,0.0,train,4703,147,120,794,94,94,1.0,0.0,2337.6702127659573,172.93617021276594,0.07397800137434525,1206,2472,0.4878640776699029,1.059837613980543,0.564,1.212378640776699,1.7706080964847528,1791,97,60,0.03333333333333333,0.7695402298850574
Plain,bt3gb,17,27,14,6,0.635618439716312,0,0,ok,0.0,test,5423,167,129,1003,77,77,1.0,,2347.103896103896,155.4935064935065,0.06624909393726448,879,1960,0.44846938775510203,1.122337010867427,0.5186104218362283,1.4510204081632654,1.6539936144960568,1965,80,50,0.08,0.8896502835538752
Plain,bt3gb,17,27,14,6,0.635618439716312,0,0,ok,0.0,train,5423,167,129,1003,94,94,1.0,0.0,2337.6702127659573,160.8404255319149,0.0688037280252661,1216,2472,0.4919093851132686,1.1254310597160413,0.562,1.286812297734628,1.6487826414933007,1965,102,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,18,28,10,4,0.5584290780141844,0,0,ok,0.0,test,4263,113,89,665,77,77,1.0,,2347.103896103896,110.03896103896103,0.04688286752947816,766,1960,0.39081632653061227,0.8237743291045705,0.45905707196029777,1.279591836734694,1.162075529407867,1742,146,50,0.08,1.1090107120352868
Plain,bt3gb,18,28,10,4,0.5584290780141844,0,0,ok,0.0,train,4263,113,89,665,94,94,1.0,0.0,2337.6702127659573,100.84042553191489,0.0431371478240292,1038,2472,0.4199029126213592,0.8323447948714912,0.48,1.1245954692556634,1.026650599500586,1742,202,60,0.03333333333333333,0.9454022988505748
Plain,bt3gb,19,29,17,7,0.23513404255319148,0,0,ok,0.0,test,4734,150,124,814,77,77,1.0,,2347.103896103896,54.76623376623377,0.023333536217609988,712,1960,0.363265306122449,0.7100929617390289,0.47146401985111663,1.2530612244897958,0.5867677798984685,1744,80,50,0.08,0.7790642722117203
Plain,bt3gb,19,29,17,7,0.23513404255319148,0,0,ok,0.0,train,4734,150,124,814,94,94,1.0,0.0,2337.6702127659573,53.43617021276596,0.022858729140215073,933,2472,0.3774271844660194,0.7076581514501955,0.492,1.0829288025889967,0.5586553697108292,1744,97,60,0.03333333333333333,0.7695402298850574
Plain,bt3gb,20,30,17,7,0.6622950354609929,0,0,ok,0.0,test,6282,182,141,1286,77,77,1.0,,2347.103896103896,166.4935064935065,0.07093572072794878,891,1960,0.4545918367346939,1.227971096273507,0.5384615384615384,1.5709183673469387,1.7730413638598246,2188,81,50,0.08,0.8896502835538752
Plain,bt3gb,20,30,17,7,0.6622950354609929,0,0,ok,0.0,train,6282,182,141,1286,94,94,1.0,0.0,2337.6702127659573,171.8404255319149,0.07350926772882621,1231,2472,0.49797734627831713,1.2264020361399768,0.58,1.3830906148867315,1.7657255522617408,2188,103,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,21,31,14,6,0.697849645390071,0,0,ok,0.0,test,5723,179,143,1120,77,77,1.0,,2347.103896103896,210.4935064935065,0.08968222789068594,933,1960,0.4760204081632653,1.3065373301131566,0.5558312655086849,1.495408163265306,2.227964191811503,1998,83,50,0.08,1.0418241965973534
Plain,bt3gb,21,31,14,6,0.697849645390071,0,0,ok,0.0,train,5723,179,143,1120,94,94,1.0,0.0,2337.6702127659573,205.87234042553192,0.08806731561247105,1273,2472,0.514967637540453,1.2684024337913151,0.604,1.323220064724919,2.085990793388708,1998,104,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,22,32,17,7,0.6044992907801419,0,0,ok,0.0,test,5423,167,129,1003,77,77,1.0,,2347.103896103896,155.4935064935065,0.06624909393726448,879,1960,0.44846938775510203,1.122337010867427,0.5186104218362283,1.4510204081632654,1.6539936144960568,1965,80,50,0.08,0.8896502835538752
Plain,bt3gb,22,32,17,7,0.6044992907801419,0,0,ok,0.0,train,5423,167,129,1003,94,94,1.0,0.0,2337.6702127659573,160.8404255319149,0.0688037280252661,1216,2472,0.4919093851132686,1.1254310597160413,0.562,1.286812297734628,1.6487826414933007,1965,102,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,23,34,14,6,0.5750673758865248,0,0,ok,0.0,test,3508,106,86,599,77,77,1.0,,2347.103896103896,65.07792207792208,0.027726903008404944,690,1960,0.3520408163265306,0.8084005298489307,0.4392059553349876,1.0790816326530612,0.692902938526286,1425,156,50,0.08,1.316398865784499
Plain,bt3gb,23,34,14,6,0.5750673758865248,0,0,ok,0.0,train,3508,106,86,599,94,94,1.0,0.0,2337.6702127659573,67.44680851063829,0.028852148665929434,909,2472,0.36771844660194175,0.8130289795628418,0.458,0.9441747572815534,0.6997855297011668,1425,218,60,0.03333333333333333,1.2576149425287355
Plain,bt3gb,24,35,20,8,0.6278439716312056,0,0,ok,0.0,test,5171,157,126,876,77,77,1.0,,2347.103896103896,119.9090909090909,0.05108810526374034,834,1960,0.42551020408163265,0.9738834644930072,0.4813895781637717,1.376530612244898,1.27495838048614,1864,79,50,0.08,0.7790642722117203
Plain,bt3gb,24,35,20,8,0.6278439716312056,0,0,ok,0.0,train,5171,157,126,876,94,94,1.0,0.0,2337.6702127659573,124.36170212765957,0.053198993360365154,1149,2472,0.46480582524271846,0.9722596050033843,0.532,1.2188511326860842,1.2739641488247162,1864,96,60,0.03333333333333333,0.7695402298850574
Plain,bt3gb,25,36,21,7,0.675622695035461,0,0,ok,0.0,test,5723,179,143,1120,77,77,1.0,,2347.103896103896,210.4935064935065,0.08968222789068594,933,1960,0.4760204081632653,1.3065373301131566,0.5558312655086849,1.495408163265306,2.227964191811503,1998,83,50,0.08,1.0418241965973534
Plain,bt3gb,25,36,21,7,0.675622695035461,0,0,ok,0.0,train,5723,179,143,1120,94,94,1.0,0.0,2337.6702127659573,205.87234042553192,0.08806731561247105,1273,2472,0.514967637540453,1.2684024337913151,0.604,1.323220064724919,2.085990793388708,1998,104,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,26,37,15,7,0.5789758865248227,0,0,ok,0.0,test,4599,144,119,910,77,77,1.0,,2347.103896103896,195.97402597402598,0.08349610185528449,920,1960,0.46938775510204084,1.1585794653126025,0.5384615384615384,1.275,2.072941422081231,1579,80,50,0.08,0.7790642722117203
Plain,bt3gb,26,37,15,7,0.5789758865248227,0,0,ok,0.0,train,4599,144,119,910,94,94,1.0,0.0,2337.6702127659573,192.79787234042553,0.08247436755088945,1257,2472,0.508495145631068,1.141183240364605,0.584,1.1472491909385114,1.9612290542626596,1579,97,60,0.03333333333333333,0.7695402298850574
Plain,bt3gb,27,42,22,8,0.5920117021276596,0,0,ok,0.0,test,10462,269,208,1888,77,77,1.0,,2347.103896103896,170.4935064935065,0.07263994865183397,900,1960,0.45918367346938777,1.2744977436337637,0.5409429280397022,2.136734693877551,1.816331454537558,3288,82,50,0.08,0.8896502835538752
Plain,bt3gb,27,42,22,8,0.5920117021276596,0,0,ok,0.0,train,10462,269,208,1888,94,94,1.0,0.0,2337.6702127659573,175.8404255319149,0.07522037307557534,1245,2472,0.5036407766990292,1.2730972166309387,0.584,1.8337378640776698,1.808250247086628,3288,104,60,0.03333333333333333,0.917816091954023
Plain,bt3gb,28,43,27,9,0.4148081560283688,0,0,ok,0.0,test,8038,236,194,1542,77,77,1.0,,2347.103896103896,87.8961038961039,0.037448748665113676,765,1960,0.3903061224489796,0.7982714874527429,0.47146401985111663,1.7658163265306122,0.9290453578447243,2696,201,50,0.08,1.7588216761184625
Plain,bt3gb,28,43,27,9,0.4148081560283688,0,0,ok,0.0,train,8038,236,194,1542,94,94,1.0,0.0,2337.6702127659573,92.01063829787235,0.03935997378732235,1062,2472,0.42961165048543687,0.7804417240738055,0.51,1.5202265372168284,0.929966000329957,2696,282,60,0.03333333333333333,1.765373563218391
Plain,bt3gb,29,44,25,8,0.6595539007092198,0,0,ok,0.0,test,5723,179,143,1120,77,77,1.0,,2347.103896103896,210.4935064935065,0.08968222789068594,933,1960,0.4760204081632653,1.3065373301131566,0.5558312655086849,1.495408163265306,2.227964191811503,1998,83,50,0.08,1.0418241965973534
Plain,bt3gb,29,44,25,8,0.6595539007092198,0,0,ok,0.0,train,5723,179,143,1120,94,94,1.0,0.0,2337.6702127659573,205.87234042553192,0.08806731561247105,1273,2472,0.514967637540453,1.2684024337913151,0.604,1.323220064724919,2.085990793388708,1998,104,60,0.03333333333333333,0.917816091954023
Plain,colour_lines,0,,,0,0.0,0,1,collapsed,0.0,test,1109,36,29,164,88,1,0.011363636363636364,,913.6818181818181,0.0,0.0,24,1716,0.013986013986013986,0.20148494711085396,0.04292929292929293,0.3280885780885781,0.0,539,0,50,1.0,0.0
Plain,colour_lines,0,,,0,0.0,0,1,collapsed,0.0,train,1109,36,29,164,109,1,0.009174311926605505,1.0,914.5688073394496,0.0,0.0,24,2075,0.011566265060240964,0.19376922262601676,0.03497942386831276,0.2713253012048193,0.0,539,0,60,1.0,0.0
Plain,colour_lines,1,1,0,1,0.07003296703296703,0,1,ok,0.0,test,3074,105,78,434,88,88,1.0,,913.6818181818181,167.45454545454547,0.18327446395701708,1013,1716,0.5903263403263403,1.1052548765056864,0.6262626262626263,1.3426573426573427,1.5307461200132586,1291,89,50,0.08,1.0072463768115942
Plain,colour_lines,1,1,0,1,0.07003296703296703,0,1,ok,0.0,train,3074,105,78,434,109,109,1.0,0.0,914.5688073394496,187.26605504587155,0.20475884760452612,1258,2075,0.6062650602409638,1.0981763028850868,0.6131687242798354,1.228433734939759,1.6343680221739754,1291,110,60,0.016666666666666666,1.0
Plain,colour_lines,2,2,0,1,0.0,0,0,runtime,1.0,test,2852,86,67,362,88,1,0.011363636363636364,,913.6818181818181,0.0,0.0,24,1716,0.013986013986013986,0.20148494711085396,0.04292929292929293,0.7622377622377622,0.0,1284,0,50,1.0,0.0
Plain,colour_lines,2,2,0,1,0.0,0,0,runtime,1.0,train,2852,86,67,362,109,1,0.009174311926605505,1.0,914.5688073394496,0.0,0.0,24,2075,0.011566265060240964,0.19376922262601676,0.03497942386831276,0.6303614457831326,0.0,1284,0,60,1.0,0.0
Plain,colour_lines,3,6,1,2,0.05671428571428572,0,0,ok,0.0,test,6265,183,150,1100,88,88,1.0,,913.6818181818181,167.45454545454547,0.18327446395701708,1013,1716,0.5903263403263403,1.1052548765056864,0.6262626262626263,1.7727272727272727,1.5307461200132586,2029,89,50,0.08,1.0072463768115942
Plain,colour_lines,3,6,1,2,0.05671428571428572,0,0,ok,0.0,train,6265,183,150,1100,109,109,1.0,0.0,914.5688073394496,187.26605504587155,0.20475884760452612,1258,2075,0.6062650602409638,1.0981763028850868,0.6131687242798354,1.5840963855421686,1.6343680221739754,2029,110,60,0.016666666666666666,1.0
Plain,colour_lines,4,7,3,3,0.05007326007326007,0,0,ok,0.0,test,8287,240,197,1505,88,88,1.0,,913.6818181818181,249.9090909090909,0.27351873041142233,2033,1716,1.1847319347319347,1.3169494165985594,1.0378787878787878,2.624708624708625,2.2721100613466523,2471,88,50,0.08,1.0072463768115942
Plain,colour_lines,4,7,3,3,0.05007326007326007,0,0,ok,0.0,train,8287,240,197,1505,109,109,1.0,0.0,914.5688073394496,280.13761467889907,0.30630567370195005,2665,2075,1.2843373493975903,1.3289962682010419,1.051440329218107,2.475180722891566,2.432742927838939,2471,109,60,0.016666666666666666,1.0
Plain,colour_lines,5,9,0,1,0.07005128205128204,0,0,ok,0.0,test,3579,104,76,542,88,88,1.0,,913.6818181818181,201.60227272727272,0.2206482264563952,1065,1716,0.6206293706293706,1.3227253282721831,0.6565656565656566,1.5064102564102564,1.8615061182351482,1520,134,50,0.08,1.0905797101449275
Plain,colour_lines,5,9,0,1,0.07005128205128204,0,0,ok,0.0,train,3579,104,76,542,109,109,1.0,0.0,914.5688073394496,222.9908256880734,0.24382072064842306,1315,2075,0.6337349397590362,1.3151444790809328,0.6399176954732511,1.3662650602409638,1.9656411802367977,1520,152,60,0.016666666666666666,1.11864406779661
Plain,colour_lines,6,10,4,4,0.0,0,0,syntax,1.0,test,9630,263,208,-1,88,1,0.011363636363636364,,913.6818181818181,0.0,0.0,24,1716,0.013986013986013986,0.20148494711085396,0.04292929292929293,1.6317016317016317,0.0,2776,0,50,1.0,0.0
Plain,colour_lines,6,10,4,4,0.0,0,0,syntax,1.0,train,9630,263,208,-1,109,1,0.009174311926605505,1.0,914.5688073394496,0.0,0.0,24,2075,0.011566265060240964,0.19376922262601676,0.03497942386831276,1.3493975903614457,0.0,2776,0,60,1.0,0.0
Plain,colour_lines,7,13,6,5,0.033351648351648354,0,0,ok,0.0,test,4439,128,98,824,88,88,1.0,,913.6818181818181,203.75,0.2229988557783195,1049,1716,0.6113053613053613,1.2167230061413083,0.6540404040404041,1.5186480186480187,1.8698902010796714,1557,88,50,0.08,1.0072463768115942
Plain,colour_lines,7,13,6,5,0.033351648351648354,0,0,ok,0.0,train,4439,128,98,824,109,109,1.0,0.0,914.5688073394496,226.71559633027522,0.24789342749378057,1302,2075,0.6274698795180723,1.20293327566337,0.6378600823045267,1.377831325301205,1.9868835820979933,1557,109,60,0.016666666666666666,1.0
Plain,colour_lines,8,14,0,1,0.0366996336996337,0,0,ok,0.0,test,2914,75,55,349,88,88,1.0,,913.6818181818181,124.1590909090909,0.13588876175314663,952,1716,0.5547785547785548,0.8991645780316012,0.5909090909090909,1.347902097902098,1.1210823074580472,1361,127,50,0.08,1.0471014492753623
Plain,colour_lines,8,14,0,1,0.0366996336996337,0,0,ok,0.0,train,2914,75,55,349,109,109,1.0,0.0,914.5688073394496,140.8165137614679,0.15397038760934115,1182,2075,0.5696385542168675,0.9000495795111141,0.5823045267489712,1.2255421686746988,1.2140332343308515,1361,141,60,0.016666666666666666,1.0451977401129944
Plain,colour_lines,9,16,1,2,0.36690476190476196,0,1,ok,0.0,test,3074,105,78,434,88,88,1.0,,913.6818181818181,167.45454545454547,0.18327446395701708,1013,1716,0.5903263403263403,1.1052548765056864,0.6262626262626263,1.3426573426573427,1.5307461200132586,1291,89,50,0.08,1.0072463768115942
Plain,colour_lines,9,16,1,2,0.36690476190476196,0,1,ok,0.0,train,3074,105,78,434,109,109,1.0,0.0,914.5688073394496,187.26605504587155,0.20475884760452612,1258,2075,0.6062650602409638,1.0981763028850868,0.6131687242798354,1.228433734939759,1.6343680221739754,1291,110,60,0.016666666666666666,1.0
Plain,colour_lines,10,17,1,2,0.07341758241758242,0,0,ok,0.0,test,3468,114,86,512,88,88,1.0,,913.6818181818181,176.45454545454547,0.193124720163176,1011,1716,0.5891608391608392,1.175204709699373,0.5934343434343434,1.4405594405594406,1.621414346213143,1461,91,50,0.08,1.0072463768115942
Plain,colour_lines,10,17,1,2,0.07341758241758242,0,0,ok,0.0,train,3468,114,86,512,109,109,1.0,0.0,914.5688073394496,196.26605504587155,0.21459955059786534,1239,2075,0.5971084337349397,1.1614008296626221,0.5864197530864198,1.3012048192771084,1.7215641723556832,1461,112,60,0.016666666666666666,1.0
Plain,colour_lines,11,18,6,5,0.033424908424908424,0,0,ok,0.0,test,9633,263,208,1812,88,88,1.0,,913.6818181818181,260.90909090909093,0.2855579324411721,2055,1716,1.1975524475524475,1.4088033557545783,1.0732323232323233,2.8146853146853146,2.3829267822576217,2775,88,50,0.08,1.0072463768115942
Plain,colour_lines,11,18,6,5,0.033424908424908424,0,0,ok,0.0,train,9633,263,208,1812,109,109,1.0,0.0,914.5688073394496,291.13761467889907,0.318333199582698,2687,2075,1.2949397590361447,1.4188100485177282,1.0679012345679013,2.632289156626506,2.5393160002832484,2775,109,60,0.016666666666666666,1.0
Plain,colour_lines,12,19,9,3,0.46684981684981686,1,1,ok,0.0,test,6218,180,143,1015,88,88,1.0,,913.6818181818181,157.3068181818182,0.17216805134072932,1008,1716,0.5874125874125874,1.1213196076264882,0.6237373737373737,1.8624708624708626,1.441768058324394,2188,91,50,0.08,1.0072463768115942
Plain,colour_lines,12,19,9,3,0.46684981684981686,1,1,ok,0.0,train,6218,180,143,1015,109,109,1.0,0.0,914.5688073394496,175.54128440366972,0.19193884920953375,1243,2075,0.5990361445783132,1.1120483498541336,0.6111111111111112,1.6534939759036145,1.5356179312623732,2188,112,60,0.016666666666666666,1.0
Plain,colour_lines,13,20,9,3,0.29417032967032963,0,0,ok,0.0,test,3074,105,78,434,88,88,1.0,,913.6818181818181,167.45454545454547,0.18327446395701708,1013,1716,0.5903263403263403,1.1052548765056864,0.6262626262626263,1.3426573426573427,1.5307461200132586,1291,89,50,0.08,1.0072463768115942
Plain,colour_lines,13,20,9,3,0.29417032967032963,0,0,ok,0.0,train,3074,105,78,434,109,109,1.0,0.0,914.5688073394496,187.26605504587155,0.20475884760452612,1258,2075,0.6062650602409638,1.0981763028850868,0.6131687242798354,1.228433734939759,1.6343680221739754,1291,110,60,0.016666666666666666,1.0
Plain,colour_lines,14,21,3,3,0.06339194139194139,0,0,ok,0.0,test,4388,139,115,858,88,88,1.0,,913.6818181818181,166.45454545454547,0.18217999104522165,1012,1716,0.5897435897435898,1.0890933704582548,0.6262626262626263,1.4731934731934733,1.520671872657716,1516,88,50,0.08,1.0072463768115942
Plain,colour_lines,14,21,3,3,0.06339194139194139,0,0,ok,0.0,train,4388,139,115,858,109,109,1.0,0.0,914.5688073394496,186.26605504587155,0.20366543616082175,1255,2075,0.6048192771084338,1.0822183912555763,0.6131687242798354,1.335421686746988,1.6246795610426745,1516,109,60,0.016666666666666666,1.0
Plain,colour_lines,15,22,13,4,0.3369010989010989,0,0,ok,0.0,test,2828,96,76,440,88,88,1.0,,913.6818181818181,162.3068181818182,0.1776404158997065,1016,1716,0.5920745920745921,1.1594795938935063,0.6287878787878788,1.2768065268065267,1.4921392951021075,1175,90,50,0.08,1.0072463768115942
Plain,colour_lines,15,22,13,4,0.3369010989010989,0,0,ok,0.0,train,2828,96,76,440,109,109,1.0,0.0,914.5688073394496,180.54128440366972,0.19740590642805553,1250,2075,0.6024096385542169,1.1472150762020898,0.6152263374485597,1.1686746987951808,1.5840602369188774,1175,111,60,0.016666666666666666,1.0
Plain,colour_lines,16,23,12,4,0.3585805860805861,0,0,ok,0.0,test,5684,173,136,812,88,88,1.0,,913.6818181818181,209.89772727272728,0.22972737674742552,1060,1716,0.6177156177156177,1.163789476710526,0.6540404040404041,1.8554778554778555,1.9185712733463653,2124,91,50,0.08,1.0072463768115942
Plain,colour_lines,16,23,12,4,0.3585805860805861,0,0,ok,0.0,train,5684,173,136,812,109,109,1.0,0.0,914.5688073394496,234.44036697247705,0.25633978011395553,1301,2075,0.6269879518072289,1.14850630790164,0.6440329218106996,1.6506024096385543,2.0468798284843923,2124,112,60,0.016666666666666666,1.0
Plain,colour_lines,17,24,13,4,0.25358608058608056,0,0,ok,0.0,test,3074,105,78,434,88,88,1.0,,913.6818181818181,167.45454545454547,0.18327446395701708,1013,1716,0.5903263403263403,1.1052548765056864,0.6262626262626263,1.3426573426573427,1.5307461200132586,1291,89,50,0.08,1.0072463768115942
Plain,colour_lines,17,24,13,4,0.25358608058608056,0,0,ok,0.0,train,3074,105,78,434,109,109,1.0,0.0,914.5688073394496,187.26605504587155,0.20475884760452612,1258,2075,0.6062650602409638,1.0981763028850868,0.6131687242798354,1.228433734939759,1.6343680221739754,1291,110,60,0.016666666666666666,1.0
Plain,colour_lines,18,26,10,3,0.05003663003663004,0,0,ok,0.0,test,6744,183,141,1058,88,88,1.0,,913.6818181818181,176.45454545454547,0.193124720163176,1188,1716,0.6923076923076923,1.2917581734600767,0.6641414141414141,2.0874125874125875,1.621414346213143,2394,91,50,0.08,1.0072463768115942
Plain,colour_lines,18,26,10,3,0.05003663003663004,0,0,ok,0.0,train,6744,183,141,1058,109,109,1.0,0.0,914.5688073394496,196.26605504587155,0.21459955059786534,1475,2075,0.7108433734939759,1.285987302457043,0.6666666666666666,1.864578313253012,1.7215641723556832,2394,112,60,0.016666666666666666,1.0
Plain,colour_lines,19,27,12,4,0.27774450549450547,0,0,ok,0.0,test,5209,146,124,1009,88,88,1.0,,913.6818181818181,23.579545454545453,0.02580717377244913,675,1716,0.39335664335664333,0.43820487575210815,0.4797979797979798,1.4714452214452214,0.2367199286412542,1850,114,50,0.08,1.3768115942028987
Plain,colour_lines,19,27,12,4,0.27774450549450547,0,0,ok,0.0,train,5209,146,124,1009,109,109,1.0,0.0,914.5688073394496,23.743119266055047,0.025960998314741995,817,2075,0.3937349397590361,0.42305243739833087,0.4670781893004115,1.2853012048192771,0.22936440337343453,1850,140,60,0.016666666666666666,1.5197740112994351
Plain,colour_lines,20,31,15,5,0.2936703296703297,0,0,ok,0.0,test,4971,149,114,693,88,88,1.0,,913.6818181818181,222.70454545454547,0.24374409233371477,2104,1716,1.2261072261072261,1.5198149593681265,1.2121212121212122,2.3682983682983685,2.0923383404548415,1960,230,50,0.08,2.5072463768115942
Plain,colour_lines,20,31,15,5,0.2936703296703297,0,0,ok,0.0,train,4971,149,114,693,109,109,1.0,0.0,914.5688073394496,240.6697247706422,0.2631510312173983,2645,2075,1.274698795180723,1.4898917508959584,1.2201646090534979,2.219277108433735,2.156045298525608,1960,285,60,0.016666666666666666,2.5762711864406778
Plain,colour_lines,21,32,17,5,0.2877701465201465,0,0,ok,0.0,test,3074,105,78,434,88,88,1.0,,913.6818181818181,167.45454545454547,0.18327446395701708,1013,1716,0.5903263403263403,1.1052548765056864,0.6262626262626263,1.3426573426573427,1.5307461200132586,1291,89,50,0.08,1.0072463768115942
Plain,colour_lines,21,32,17,5,0.2877701465201465,0,0,ok,0.0,train,3074,105,78,434,109,109,1.0,0.0,914.5688073394496,187.26605504587155,0.20475884760452612,1258,2075,0.6062650602409638,1.0981763028850868,0.6131687242798354,1.228433734939759,1.6343680221739754,1291,110,60,0.016666666666666666,1.0
Plain,colour_lines,22,33,19,5,0.3003479853479854,0,0,ok,0.0,test,4670,147,117,750,88,88,1.0,,913.6818181818181,71.17045454545455,0.07789413462016816,922,1716,0.5372960372960373,0.7870030806736885,0.5656565656565656,1.6468531468531469,0.6631519068855121,1904,88,50,0.08,1.0072463768115942
Plain,colour_lines,22,33,19,5,0.3003479853479854,0,0,ok,0.0,train,4670,147,117,750,109,109,1.0,0.0,914.5688073394496,77.64220183486239,0.08489487200064201,1133,2075,0.5460240963855422,0.7919109981631283,0.5493827160493827,1.4636144578313253,0.6921839949389496,1904,109,60,0.016666666666666666,1.0
Plain,colour_lines,23,34,20,6,0.35782142857142857,0,0,ok,0.0,test,6700,197,165,1403,88,88,1.0,,913.6818181818181,224.70454545454547,0.24593303815730563,2105,1716,1.2266899766899766,1.5318928546357755,1.2146464646464648,2.453962703962704,2.1124868351659267,2106,231,50,0.08,2.5072463768115942
Plain,colour_lines,23,34,20,6,0.35782142857142857,0,0,ok,0.0,train,6700,197,165,1403,109,109,1.0,0.0,914.5688073394496,242.6697247706422,0.265337854104807,2650,2075,1.2771084337349397,1.5033641047007715,1.2242798353909465,2.2920481927710843,2.1754222207882097,2106,286,60,0.016666666666666666,2.5762711864406778
Plain,colour_lines,24,35,22,6,0.4002014652014652,0,0,ok,0.0,test,6641,206,167,1121,88,88,1.0,,913.6818181818181,84.31818181818181,0.0922839659718422,964,1716,0.5617715617715617,0.8349451755140788,0.5782828282828283,1.9644522144522145,0.782352710641005,2407,88,50,0.08,1.0072463768115942
Plain,colour_lines,24,35,22,6,0.4002014652014652,0,0,ok,0.0,train,6641,206,167,1121,109,109,1.0,0.0,914.5688073394496,92.36697247706422,0.10099510472674746,1174,2075,0.5657831325301205,0.835672055333042,0.5679012345679012,1.7257831325301205,0.8199994692444543,2407,109,60,0.016666666666666666,1.0
